gene.id	SYMBOL	logFC	AveExpr	P.Value	adj.P.Val
109241	Mbd5	-0.942080074917473	5.92381695548685	0.000384866185507537	0.00126390126296459
70802	Pwwp2a	0.871644343599815	5.54741973723142	0.000385782505180695	0.00126661847633192
21376	Tbrg1	-0.980941497248581	5.52727345404007	0.000386657521276368	0.00126918738933231
11793	Atg5	0.786295880448175	5.37443917545195	0.000386743117864072	0.00126918738933231
20980	Syt2	-2.76554482213337	1.42139098818818	0.000388096042743498	0.00127333399929154
140484	Pofut1	-1.67594818233675	3.2798860171686	0.000388396178181952	0.00127402531760997
21824	Thbd	-1.98715602168997	1.70503310143719	0.000389295619751595	0.00127668172168076
98452	Celrr	2.50765292118694	-0.555683302841422	0.000389777009107521	0.00127796623055138
110078	Pygb	-0.978557660547748	7.92035456043314	0.00039003046043394	0.00127850297729911
67803	Limd2	0.743097624431013	7.50728902604977	0.000390606402055774	0.00128009634315311
75420	Secisbp2	-1.03281794739157	3.44301792029222	0.000391210854569634	0.00128175382909976
20439	Siah2	0.892719838029866	4.62481290147919	0.000391354290649417	0.00128175382909976
320981	Enpp6	-2.46466563801233	0.674032209188154	0.000391382083152038	0.00128175382909976
319880	Tmcc3	0.785889987943117	5.32191059634629	0.000391581745420192	0.00128211297293865
66364	2310009A05Rik	1.06157291302692	2.8686220745975	0.000391991514198667	0.0012831597222597
72113	Adck1	-1.0082832928287	5.11953499964418	0.000393306862991611	0.00128715353131815
226351	Tmem185b	-1.38663793463795	2.66037433939378	0.000393392283824178	0.00128715353131815
66152	Uqcr10	0.849387323873732	7.0946641608455	0.000393980539910094	0.00128860180038166
14425	Galnt3	-2.99989800692923	1.04854621769146	0.000394015824965782	0.00128860180038166
18120	Mrpl49	0.747410826696461	6.15623962302719	0.000394466659406869	0.00128978013080336
20872	Stk16	0.767131973185291	5.82397205593659	0.00039483902609145	0.00129049868542652
14299	Ncs1	0.790108747432448	8.91073640955944	0.000394867595800521	0.00129049868542652
29861	Dpf1	0.856422876270024	5.99743740052357	0.000395112672290198	0.00129100347005646
21854	Timm17a	0.788424898558834	5.9097011537569	0.000395499813016024	0.0012919721018634
93684	Selenof	-0.839080796456044	6.95287935924259	0.000396725088867862	0.00129567758276285
238276	Akap5	0.829428408959461	6.40991995754424	0.000396933645703606	0.0012960615898908
19091	Prkg1	-0.927574686133782	4.55449923413404	0.000397508065690232	0.00129724721087122
18189	Nrxn1	-0.845941575253511	8.72160686627097	0.000397558577305451	0.00129724721087122
53317	Plrg1	-0.937616439504809	5.59635124336623	0.000397569937011353	0.00129724721087122
67678	Lsm3	1.08243784780078	4.43845302598465	0.000398319958426366	0.00129939686918754
93890	Pcdhb19	-2.83008573589879	0.753077993956594	0.000398625695912399	0.00130009653479122
19024	Ppfibp2	1.49381452518084	2.1983596413601	0.000399447711837829	0.00130247930941673
56458	Foxo1	0.870689022651544	5.53562768700527	0.000399915360584951	0.00130370577274444
109934	Abr	-0.892712087049173	9.84924388215985	0.000401636800155801	0.00130901804049864
381126	Garem1	-1.065749162183	4.90426398352042	0.000401878694885731	0.00130950683608008
17311	Kitl	1.0875350729334	3.16488392524314	0.00040226796598271	0.0013104755187262
24018	Rngtt	-0.856995577631662	4.85154335009455	0.000404325917946243	0.0013168786070101
70829	Ccdc93	-1.00359003583371	4.44191119340375	0.000404894242528012	0.00131842820092664
270110	Irf2bp2	0.921930883887145	5.6193413201222	0.000406045527826866	0.00132187490617494
11732	Ank	-1.1073265454989	7.16738995608999	0.000406495323985551	0.00132303687125843
83691	Crispld1	-1.70641959975213	2.10621535942169	0.000406889324584446	0.00132401674692326
56309	Mycbp	1.03388906261702	3.28327013883684	0.000407966428855995	0.00132721848492407
319760	D130020L05Rik	1.8151545785729	1.2663808731628	0.000408433256316218	0.0013284338286486
27392	Pign	-1.46941371471006	2.7937855190532	0.000409365538271544	0.00133068493772688
239789	Gmnc	1.63513336794616	1.37459508382428	0.000409403080226982	0.00133068493772688
11429	Aco2	-0.766251000464605	8.54588681303947	0.000409405593293341	0.00133068493772688
15356	Hmgcl	0.794317545410266	4.66119021349389	0.000409804500956994	0.00133136686239565
28018	Ubfd1	0.75076985536889	6.06641637264898	0.000409819621487164	0.00133136686239565
74200	2810403A07Rik	0.872060036077135	5.33289397369233	0.000409895764317516	0.00133136686239565
68911	Pygo2	0.796382467730764	6.20847026988475	0.000411125533448915	0.00133505683827519
22393	Wfs1	-0.941917184186281	5.80200795190151	0.000411490168493057	0.00133593640390886
58184	Cnot9	0.822659765229599	5.30777150915963	0.00041199863088964	0.00133682308851975
66949	Trim59	1.04010350535775	3.83916559970621	0.000412008132223094	0.00133682308851975
320587	Tmem88b	1.07329630127869	5.10416189019497	0.000412044797254683	0.00133682308851975
13384	Mpp3	-0.808885158828004	6.65033623654681	0.000413287018091399	0.00134054800995675
67615	Ube2r2	0.911285318807725	6.99654544828682	0.000413696052625857	0.00134156930701296
20068	Rps17	1.17348544235961	5.71381922765427	0.000413840296638165	0.00134173164904581
66286	Sec11c	-0.949165124867372	5.31114205706251	0.000414645343725402	0.00134372978819188
66689	Klhl28	-2.00939673713051	2.11986685279356	0.000414678809024771	0.00134372978819188
226751	Cdc42bpa	-0.776698485876123	7.98418528247953	0.000414739567505242	0.00134372978819188
12867	Cox7c	1.29157889807625	2.12500364419067	0.000417183018605682	0.00135133908209562
70314	Rabep2	0.974575663057134	3.41341136546022	0.000417692970427853	0.00135268335001482
333789	N4bp2	-2.33158593625695	0.516246408191258	0.000419325122743136	0.00135766038604516
13163	Daxx	0.858042682201114	4.75659690191991	0.00041978803050138	0.00135885032549936
106740	NA	1.24460889215158	4.7743055240622	0.000420125181456788	0.00135963274307892
71957	Ints11	-0.804525967897917	4.72616195020764	0.000420297922290792	0.00135965566490929
69574	Cmbl	0.91194772016177	3.94383664187277	0.000420323146726136	0.00135965566490929
66248	Alg5	-1.1421461154744	3.21524798624092	0.000420751454031468	0.00136073217119916
78232	Trappc6b	0.828609582161899	6.59343676025211	0.000420937595426567	0.00136102518938876
104725	Sptssa	1.20814665406656	4.32949437692684	0.000421303303790576	0.00136183491988612
67489	Ap4b1	-0.905770233052109	4.02208005352681	0.00042137921710361	0.00136183491988612
56382	Rab9	0.853844693211975	5.62722504101586	0.000421566126961557	0.00136212997157958
67288	Srek1ip1	0.884346070742553	4.70447670517751	0.000422187978508256	0.001363829918782
100502829	Gm9899	1.11386184403535	2.97360807428228	0.00042288592771862	0.00136577486426648
11481	Acvr2b	-1.20292213081398	2.90073190950674	0.000423735475698598	0.00136820842855898
81896	Ift122	-0.910339386950404	4.97561856853198	0.000423915633057459	0.00136847997020996
71538	Fbxo9	0.798006167685472	6.86867118385925	0.000424215156467501	0.00136903522738154
21985	Tpd52	0.856371777578422	6.51030982662354	0.000424279834963463	0.00136903522738154
83962	Btbd1	0.744819319830679	7.33549798474565	0.000426139708474267	0.00137472515555353
72349	Dusp3	0.758415827822095	7.98590572359734	0.00042747313165662	0.00137871456499439
70544	Tmem242	0.994825177553668	5.60852471528415	0.000427885425776691	0.00137973195464344
18018	Nfatc1	1.73018658037855	1.40324656099739	0.000428446434303941	0.00138122831027245
75029	Purg	1.52686681520499	4.77382216799701	0.00042888112713917	0.00138231686362548
66566	Ntpcr	0.770278933653492	5.16396667763124	0.000429216008816241	0.00138268083925954
12183	Bpgm	0.736370091810723	6.40213801059177	0.00042922291046833	0.00138268083925954
71816	Rnf180	0.8746037218292	4.16268958956947	0.000429285227575807	0.00138268083925954
13929	Amz2	0.844876019561479	5.04510377011159	0.000430196281803611	0.00138530204126904
270097	Vat1l	0.841811871415374	4.94045008949315	0.000430524566553943	0.00138586182844559
14470	Rabac1	-0.884412397917226	6.37654572752383	0.000430564681503593	0.00138586182844559
100039864	Snhg12	1.42027072938316	3.66232851060925	0.000430820594964271	0.0013861867141838
234463	Tmem184c	-0.75155754349093	5.85706028679413	0.000430860225354896	0.0013861867141838
20181	Rxra	0.788809380858637	4.64972589920649	0.000431325774349832	0.00138730184447079
21814	Tgfbr3	-1.67476225392403	2.75838049462496	0.000431401598413983	0.00138730184447079
16538	Kcns1	-1.31083000447844	3.01837923692799	0.000432233125363806	0.00138966217646869
636808	Cntnap5a	-3.60389733940413	0.233191339936688	0.000432405835676359	0.00138987410784898
170826	Ppargc1b	-1.92576079237904	1.1643481654069	0.000432495445507063	0.00138987410784898
12683	Cidea	-1.16097113390142	3.56547338684782	0.000432591730605248	0.00138987410784898
99470	Magi3	-0.859560914262073	5.72614031625303	0.000432944997211412	0.00139069547469533
14421	B4galnt1	-0.739157553196391	6.46395185856368	0.000433411004176752	0.00139173172441136
75871	Zfp821	0.819914311121087	5.37131637060154	0.000433462983378716	0.00139173172441136
233490	Crebzf	0.836516473644403	5.32833006275656	0.000434384040233733	0.00139437472671694
232906	Arhgap35	-0.813993324647483	7.6153805140508	0.000434937958236133	0.00139583828633295
18209	Ntn3	-1.30303590089233	2.5070425715224	0.000435647446745646	0.00139780034376993
17256	Mea1	0.822579978304543	6.49673166769253	0.000435888183071548	0.0013982578374324
68763	1110038B12Rik	1.46209251146925	2.51601113381016	0.000436017652409192	0.00139835827920337
64540	Tspan4	-1.72812595322494	2.05046713729013	0.000437499011783344	0.00140279336526345
108664	Atp6v1h	-0.758875550941507	8.10188377218393	0.000437817611454341	0.00140349903077825
27281	Hrasls	0.824226663159915	4.84204137201565	0.000437917979190399	0.00140350495647838
407800	Ecm2	-2.29761618116884	0.630040998541325	0.000438047532483274	0.00140360439670642
67115	Rpl14	1.54463880067026	5.92866214206501	0.000438240082752456	0.00140390560352856
71954	Suds3	0.853441761294342	7.08308566285718	0.000438588945039416	0.00140470730913478
210622	Pamr1	-1.84154204854293	1.61111424301595	0.000440083335812614	0.00140917671431479
80385	Tusc2	0.845394872346409	6.78445472651917	0.000440351086210596	0.00140944597786557
72018	Fundc1	0.73864478383355	6.10203679242717	0.000440365298854392	0.00140944597786557
23991	Cib1	1.02882944624289	3.87689364264692	0.000440596147170831	0.00140983067369681
56441	Nat6	0.952565136632863	3.56194660638436	0.000440683419203418	0.00140983067369681
64384	Sirt3	0.818156551503194	6.28044916805742	0.000442415977098056	0.00141505568247393
268566	Gphn	-0.91125989780813	6.85520602621945	0.000442538165750752	0.00141512877873967
238680	Cntnap3	-3.72336393586145	-0.953713325172776	0.00044357125445846	0.00141811402401598
16413	Itgb1bp1	0.863349114141201	4.66429377936561	0.000444077442380474	0.00141941378598883
12909	Crcp	0.876809521344766	5.73696921399416	0.000445363161532107	0.00142320403750256
108159	Ubxn8	-1.26035207700238	3.40782265135623	0.000446006021710283	0.00142493872735696
19336	Rab24	0.773838960222014	6.42770789092614	0.000446179541659077	0.00142517348665363
654470	Tctn1	-1.57511718261121	2.12950165303995	0.000446440218931039	0.00142568647363631
381406	Trp53rka	0.86837844572104	4.28666521733527	0.000447147016862673	0.00142751261783096
233651	Dchs1	-1.47768381880806	2.1071914208266	0.000447304324500886	0.00142751261783096
12928	Crk	0.743056872207347	7.86821242891399	0.000447312672048113	0.00142751261783096
66061	Tctex1d2	0.906949517631685	3.77738522731242	0.000447531105311418	0.00142788983790962
20183	Rxrg	1.21866345758353	2.53992658215448	0.000447774246164549	0.00142815538494506
69291	1700001L05Rik	1.11557594982249	3.03097078054189	0.000447814832552969	0.00142815538494506
121022	Mrps6	0.794084008252617	5.06674339991341	0.000448710627653061	0.00143069194304958
215378	Brinp3	-1.29858339118674	2.57316233388299	0.000449012205073185	0.00143124175826688
64933	Ap3m2	-0.830470110579117	7.77223620791924	0.00044908399968082	0.00143124175826688
20620	Plk2	-1.014929880966	7.9168817626888	0.000449308586857731	0.00143143743888652
13008	Csrp2	1.37816867233451	1.64604786296933	0.000449346358746352	0.00143143743888652
56210	Rev1	-1.52093018427616	3.25496607289818	0.000449488512553395	0.00143157016540033
19654	Rbm6	-0.832513653373504	4.91913008241346	0.000449931377636507	0.00143266034997981
64450	Gpr85	-0.855901374891993	4.62062724102623	0.00045003649602495	0.00143267484298803
279766	Rhbdd3	-1.22703194701128	2.94908074055253	0.000450985836975299	0.00143513039065233
75475	Oplah	-0.927196538600197	3.91463464228634	0.000451009319033445	0.00143513039065233
269523	Vcp	-0.875623725686998	7.99918958836478	0.000452046060983057	0.00143810812522658
30945	Rnf19a	-0.876603063402996	5.35350934614834	0.000452353183936858	0.00143837156047843
75625	Mageh1	-0.914397415315388	4.32484347342072	0.000452381981348788	0.00143837156047843
106672	AI413582	1.19946697805333	4.84521875943835	0.000452519230069045	0.00143837156047843
231630	Ficd	-1.4667488802342	2.69119152603405	0.000452532734386096	0.00143837156047843
21416	Tcf7l2	1.53341274373234	1.71823579438046	0.000452832284900824	0.00143900261670693
71449	Mettl13	-1.24543070426693	3.25000090353412	0.000453328211726323	0.00143997823073389
110323	Cox6b1	0.764066674258736	8.31882349193835	0.000453347038945399	0.00143997823073389
56312	Nupr1	2.96451855790578	0.975910431171652	0.0004534425342603	0.00143997823073389
100040531	Dynlt1f	2.41298547105996	-0.17598286728637	0.000455061699266996	0.00144479807616618
219134	Shisa2	-1.43262244286773	2.3912397285162	0.000455607420020231	0.00144611250092718
29876	Clic4	0.776903567237754	5.44417386586242	0.000455678718002394	0.00144611250092718
69221	2410006H16Rik	1.29304968298951	3.72173681081368	0.00045645527355858	0.00144825430448007
26409	Map3k7	0.887211902838594	5.84596641733413	0.000457068942698637	0.00144987845862498
14815	Nr3c1	0.772335779686654	6.25235497179139	0.00045790029030921	0.00145219223858972
13019	Ctf1	2.29445299041158	-0.358480100407989	0.000458094982400839	0.0014524175845483
268934	Grm4	-1.28993250126013	2.84291186028755	0.000458175250944831	0.0014524175845483
58807	Slco1c1	-1.33134300703795	2.87955778587702	0.000458385067208799	0.00145272831191527
108673	Ccdc86	0.900934162039772	3.89619828578339	0.000458477221000355	0.00145272831191527
12454	Ccnk	0.903181142245815	4.65325085440753	0.000459288528675583	0.00145497540127026
75731	Idnk	1.21682795331907	3.92723962892098	0.000460854045275823	0.00145961021098252
77533	C030034I22Rik	1.35015521431816	2.08708264782284	0.00046144354743244	0.00146115242870028
14194	Fh1	-0.795043249380832	6.75019440895515	0.000461723040808468	0.00146156198380489
17993	Ndufs4	0.789413506077682	6.83941621162286	0.000461778077292279	0.00146156198380489
228564	Frmd5	0.883418782035677	4.41810265715658	0.000462554154271127	0.00146369313232929
22673	Zfp185	-2.09865783876138	1.37216340424638	0.000462777090107372	0.00146407337900724
211378	6720489N17Rik	1.80913764564208	1.10277724680865	0.000462883165577923	0.00146408374620955
18798	Plcb4	-1.27248168608538	2.81247895987954	0.00046298591019753	0.00146408374620955
56454	Aldh18a1	-0.857000484351247	4.49423268584233	0.000463209027453648	0.00146446422661
80907	Lactb	-0.924607463730835	3.62001062327749	0.000463393519187602	0.0014647224482686
67286	Ift22	0.749653565388574	5.80166046181138	0.00046580489464361	0.00147174625879769
74478	Snx29	-2.01381690407117	1.15644823241144	0.000465822257540277	0.00147174625879769
71986	Ddx28	-0.916142015390283	4.15879746384491	0.000466239087914313	0.00147264821844461
13358	Slc25a1	0.769391194683791	5.31656951750846	0.000466314482198768	0.00147264821844461
70661	Sik3	-0.835492413787071	7.21317014383167	0.000467447014133565	0.00147589764258572
226178	Wbp1l	-1.36420213597044	4.59828421821509	0.000467826093957437	0.00147676723565647
104444	Rexo2	0.753693356068255	6.55880450428416	0.000468259341549315	0.00147780739470792
56700	Glmp	-0.963748028201209	3.88472900136933	0.000468430963739507	0.00147802159677365
74337	Palm3	1.00782844798536	2.90846059423955	0.000468633647778513	0.00147833369048997
12419	Cbx5	0.822759866079237	7.72075933672402	0.000469864582052979	0.00148188860658108
11951	Atp5g1	0.771908319627723	7.08010040435576	0.000470025700156175	0.00148206864197098
57266	Cxcl14	1.35667618555499	4.47258769236192	0.000470258339991237	0.00148247406760681
56726	Sh3bgrl	0.76158202635295	7.98373431953866	0.000470420922337682	0.00148265850876606
228730	Kiz	0.833868284397198	4.25690067305334	0.00047078369481677	0.00148347368200834
12933	Crmp1	-0.790822061086118	8.62570657824891	0.000471128936635783	0.00148423326654431
65020	Zfp110	-0.981346400536871	3.64052821327336	0.000471713241601491	0.0014857454874762
380711	Rap1gap2	-0.75665455863645	7.25161831801642	0.000472280552048232	0.00148720352442067
71962	Gatsl3	2.0925101200276	-0.0761640763552906	0.000473283931985906	0.00149003378896601
67279	Med31	0.878399939586255	3.85812684127401	0.000473693335547272	0.00149099320773452
280621	Selenov	2.6058448254982	-1.47905530186541	0.000474944939651435	0.00149460252049356
18476	Pafah1b3	0.965160582880131	3.31969882545911	0.000475059622015244	0.00149463325424673
14067	F5	-3.00695211186296	0.243300666069052	0.000475420383567199	0.00149543801817141
20473	Six3	2.83796508351601	-1.05464128560151	0.000475934948258619	0.00149656644757004
228983	Osbpl2	-0.740200986613027	5.82573669827027	0.000476082499021293	0.00149656644757004
78878	Ftx	-1.36397451153609	2.64840085416982	0.000476094281930886	0.00149656644757004
71617	9130011E15Rik	-1.14712791017201	3.97156135703438	0.000477116274122996	0.00149939901539945
320634	Ocrl	-0.771902752528731	6.04064953886035	0.000477205891886922	0.00149939901539945
73086	Rps6ka5	-1.33624034135369	3.98574984251808	0.000477365147243217	0.00149956866320328
207214	Larp4	-0.859680074260316	5.05077659065746	0.00047836383012025	0.00150237458639618
78558	Htra3	2.52932297602933	0.884108490879435	0.000478674187467113	0.00150301795782598
668253	Dleu2	1.61161182529761	2.31227532253681	0.000478972457427849	0.00150362310015803
407785	Ndufs6	0.886930589977109	5.36729327591952	0.000479500864841028	0.00150495027991304
11461	Actb	0.754213275650963	11.2306574095961	0.000479906012553871	0.00150584775650171
14874	Gstz1	0.748177911171476	5.38780093507905	0.000479998221414731	0.00150584775650171
107272	Psat1	0.752245253262617	6.59923962597455	0.000480395100645001	0.00150676103121724
269152	Kif26b	-1.60142046578576	2.09692571397942	0.000480630127706364	0.00150716636568454
64685	Nmi	2.08348345274084	0.846064520393847	0.000481045332744525	0.00150813640190988
233016	Blvrb	0.971119825221689	3.19624599255949	0.000481332070440183	0.0015086460147609
53871	Pkd2l2	1.00781251917635	3.27519757368922	0.000481419681531873	0.0015086460147609
66094	Lsm7	0.908786712605682	4.3080356182548	0.000481865283016175	0.00150958904389575
67538	Zswim3	-1.11862181343112	3.06481997275711	0.000481932540477178	0.00150958904389575
106489	Sft2d1	1.01312200536332	3.70227637912207	0.000482092367687891	0.00150975772039606
69757	Leng1	1.12923290324509	3.00225738974498	0.000482728880411994	0.00151130323870126
22273	Uqcrc1	-0.808593586141786	8.33246700249794	0.000482798051335775	0.00151130323870126
22631	Ywhaz	0.733193082188434	11.1867178036706	0.000484248807295313	0.00151551153530954
93692	Glrx	0.792056531109769	6.32172501463233	0.000484945097486944	0.00151735731579157
11842	Arf3	0.764100132325643	11.0259938838148	0.000485947726578336	0.00152000702487874
234964	Deup1	3.42830291206219	-0.864055027657099	0.000486005334713089	0.00152000702487874
12345	Capzb	0.745707451334495	9.08892128216291	0.000486635263229054	0.0015216430992013
72446	Prr5l	1.47925299084876	2.63415073621512	0.00048678670496502	0.0015217826199104
19039	Lgals3bp	-1.71483008656558	1.59823166194307	0.000487018965165519	0.00152200314463204
118446	Gjc3	0.975102789399123	4.41846915638223	0.000487070920705985	0.00152200314463204
74694	Tbc1d30	-0.78767218442218	5.53766866165245	0.000490229777597968	0.00153153802887295
20975	Synj2	-0.949895915859922	6.0437766720758	0.000490848711320181	0.00153313543991828
66073	Txndc12	-1.29537059537711	3.57950401328558	0.000491331885596717	0.00153430309477383
22240	Dpysl3	-0.743819817247823	6.28754046899702	0.00049143794899993	0.00153430309477383
71787	Trnau1ap	0.843443724336605	4.02988740743864	0.000491770147433456	0.00153500383881179
269713	Clip2	-0.829164414150063	7.31815046652728	0.000492149097374096	0.00153559025359563
20851	Stat5b	0.935261910415777	3.4766287090684	0.000492173599460738	0.00153559025359563
101869	Unc45a	-0.764215579330817	4.97091033119323	0.000492548885799914	0.00153642466106976
66665	Msantd3	0.989282317619359	3.46929334243957	0.000492804491072793	0.00153688545968104
110074	Dut	0.745824269688118	5.63026318333545	0.000493177905570922	0.00153771338208872
100042166	Gm3704	2.18583700900965	0.227313353383787	0.000494042236159641	0.0015400712683436
329641	Sertm1	0.74959427538156	6.11530247026935	0.000494515017097972	0.00154120781745301
217732	Cipc	0.730315768907976	6.74239189145673	0.000494758303746014	0.00154142562606713
54188	Cpsf4	1.20145555601376	3.24425626136195	0.000494801304787659	0.00154142562606713
72825	Mon1a	0.769499263220545	4.96615483350096	0.000496514680112235	0.00154642503998227
12561	Cdh4	-1.71744461215081	1.97228980426003	0.00049739500480113	0.00154882824882992
68316	Apoo	0.809193887755428	4.30259725773285	0.00049851667519477	0.0015519817646033
30841	Kdm2b	-0.887360218635231	4.80663132117696	0.000499185516604986	0.00155372446352515
12388	Ctnnd1	-0.794229516480752	5.3151451011774	0.000499403112759824	0.00155406219842212
209012	Ulk4	-1.47351441390018	1.92550487113955	0.000499676810982451	0.00155457432829351
259108	Olfr550	-2.66745613365949	-0.0655480716452797	0.000500203973948746	0.00155587463163184
15228	Foxg1	0.739268359647101	7.20260607562254	0.000500664162037938	0.00155665078079768
80913	Pum2	0.791621426655008	7.58313196725039	0.000500672039703422	0.00155665078079768
67885	1500011K16Rik	0.937585239759456	5.42675240639921	0.000500793261974784	0.00155668793587012
14813	Grin2c	-1.0981625432883	3.21475706645595	0.000501246493031057	0.00155775688039277
433323	Sgpp2	-2.1142534087677	1.94990179188611	0.000501694775317585	0.00155880998237171
238252	Gpr135	-2.16052956550397	1.52584991279381	0.000502060965782081	0.00155960761415864
216565	Ehbp1	-0.820516761779294	5.61867122223039	0.000502854451014876	0.00156173196188313
12339	Capn7	-0.73635056502141	5.87768505409788	0.000503147875662429	0.00156230266710701
57740	Stk32c	0.780464540137634	6.7528278072036	0.000503658876590434	0.00156316468492571
18555	Cdk16	0.730473865410715	8.01352377182255	0.000503697040017595	0.00156316468492571
83797	Smarcd1	0.716610184318546	7.16736869024822	0.000503754672784919	0.00156316468492571
69309	Slc16a13	-2.21576435971459	1.25168593502046	0.000504980083314578	0.00156662592920285
213081	Wdr19	-0.946926677751286	4.24745736912673	0.00050534005972865	0.00156740136967001
72047	Ddx42	-0.771403206617047	6.48896823442344	0.000506719432460633	0.00157133762186203
71093	Atoh8	1.83482060958818	0.704598919176809	0.000508546778945626	0.00157666102564949
72083	Mzt2	0.77121691779535	4.77413655935134	0.000508890337122167	0.00157718528129733
72519	Tmem55a	0.729758816082016	6.39170182997883	0.000508937297355316	0.00157718528129733
23988	Pin1	0.778326851608123	6.59930234838368	0.000509138856926423	0.001577378738048
69666	Psmg4	1.13178067764671	3.30702890115298	0.000509222735471325	0.001577378738048
100502825	Rpl37rt	1.50857921070948	6.55552853585377	0.000509331896323234	0.001577378738048
78428	Pym1	0.850761857211256	4.80877077506252	0.000510145385142472	0.00157955469609643
67031	Upf3a	0.773482062891848	6.03379241691055	0.000510470384914268	0.00158021753661205
230848	Zbtb40	-1.64664898644184	2.50496892086873	0.000511207383746994	0.00158215520070816
74778	Rrp7a	0.737372459355646	6.46913104591401	0.000511367581112213	0.0015823072459871
93790	Nipa2	-1.13486236446412	3.80628947970709	0.000512426518269101	0.00158523956118602
192161	Pcdha9	-4.8072864739979	-1.00777417208376	0.000514093957993535	0.0015900526542718
241075	Plekhm3	-0.803577179487673	5.30199060927129	0.000514458216923135	0.00159083389587301
207777	Tspoap1	-0.913906548184811	6.40697919363743	0.000514690099462289	0.00159120554621089
68558	Ankra2	0.804821998394087	5.61639974039727	0.000515208949555297	0.00159246402589819
70575	Gfod2	0.776205708892805	4.74497515834825	0.000515747880079401	0.00159378401293083
242702	Myom3	2.5022446418354	-0.915062600063091	0.000516358849212464	0.00159532599563669
105886298	Cmc4	1.36631712136335	2.18154001233479	0.000517160082220388	0.0015974550154622
28075	Desi1	0.76304628235634	7.38430872587699	0.000519434299588758	0.00160413202513363
110886	Gabra5	-0.73315406983124	7.74364460314005	0.000520717583579476	0.00160774657470161
75619	Fastkd2	-0.9887273883252	3.74129969192941	0.000521479876148215	0.00160975131432448
20503	Slc16a7	-1.89796142828139	1.68163046325859	0.000522151173060078	0.00161144666121096
241289	Ppp1r26	-0.942131292861972	4.16611535411136	0.000522255316215851	0.00161144666121096
17938	Naca	0.782959396383423	6.39631604758156	0.000522655946135027	0.0016123336094932
30941	Usp21	0.85334762758969	5.39513665241039	0.000523176690686058	0.00161318952373334
212123	Dcaf15	-0.882685684127075	4.05955328920429	0.000523358370303256	0.00161318952373334
20443	St3gal4	1.24442487066543	2.33682913618337	0.000523372600242738	0.00161318952373334
66422	Dctpp1	0.953434295743312	3.781936584934	0.000523386352568825	0.00161318952373334
12810	Coch	-2.14450650722837	1.25758496642982	0.000524357824073697	0.00161551057532489
22184	Zrsr2	0.729941342929092	5.9785208057743	0.000524366201060106	0.00161551057532489
68533	Mphosph6	0.956063673046934	3.5727220873454	0.000524529048604625	0.00161566288138843
735265	Mir703	2.08336736583375	2.9726767394895	0.000524754643029126	0.00161578903632888
108011	Ap4e1	-1.14858629834825	3.11563927932367	0.000524796846209022	0.00161578903632888
71607	Snx20	2.42111903417439	-0.383162884256511	0.000525210078242691	0.00161671192191992
15560	Htr2c	-1.34715884959081	3.65351889432523	0.000526311539053091	0.00161975247037164
76108	Rap2a	0.745120069788983	7.38844394054588	0.000527883122506779	0.00162423822100034
66240	Kcne1l	1.96465692452333	0.178308186656666	0.000528495254336259	0.00162577054486598
226123	Morn4	0.895809048457457	6.71256298149869	0.000528946146611518	0.00162639762421992
74038	Brip1os	-1.6634735112733	2.10168800313	0.000529006465847377	0.00162639762421992
68970	Dcaf12	0.72326941144731	6.02829482155868	0.000529041596984074	0.00162639762421992
235627	Nbeal2	-1.58460277373596	1.45359549732061	0.000529976806613763	0.00162892116224804
74648	S100pbp	-1.33931437336002	2.44635151184948	0.000530371137330665	0.00162978154064121
67826	Snap47	-0.834864280606682	9.1056562118979	0.000532180513990926	0.00163498891574611
70387	Ttc9c	0.767188139689176	5.46229532431901	0.000534349572739109	0.00164129883856001
231858	Radil	-1.30629641087696	2.60985483022825	0.000536207893114828	0.00164665178816853
107197	Uqcc3	1.04786379359334	4.36853597019379	0.000536753829195535	0.00164797307127577
18166	Npy1r	-1.17226596596126	3.54991862448094	0.000537872588465327	0.00165105212136976
100504156	Fam181a	2.19498401630925	-0.225683931361087	0.000538613143970904	0.00165296916178576
231474	Paqr3	-1.76086772289669	1.72045708655728	0.000540475780820122	0.00165832823036043
69837	Pcgf1	0.994255822717207	3.18000427134297	0.00054083616367597	0.00165907665541083
68193	Rpl24	1.13243788577125	5.52134568730115	0.000541022398636423	0.00165929065467696
22032	Traf4	1.06610531979109	2.61939960754903	0.000541341550149878	0.00165991212299508
66549	Aggf1	0.785721358848399	6.25312681148149	0.000542478103510666	0.00166303917852657
12125	Bcl2l11	1.22200994968544	2.00814449071131	0.000544665736030065	0.00166938641899404
211006	Sepsecs	-2.47131840820732	0.755238381791597	0.000545373566105601	0.00167087980024294
12580	Cdkn2c	2.08577324818728	0.169046686593012	0.000545413194385573	0.00167087980024294
75593	Malsu1	0.933738098943336	3.60146139236021	0.000545504840020351	0.00167087980024294
22654	Zfp13	0.781907868558002	4.6933104659184	0.000545993668050127	0.00167201758276916
104831	Ptpn23	-0.730760416017024	5.56100910315537	0.000547255625382788	0.00167552195125794
73379	Dcbld2	-1.13460364417208	3.09472445889294	0.000547483516405081	0.00167585951325887
68033	Cox19	0.892780569943668	4.99919334321508	0.000548749616285152	0.00167937422848513
58875	Hibadh	0.762082361857356	5.82381818341182	0.00054891381159112	0.00167951592781939
